Member_number,Date,itemDescription
2601,2015-04-30,specialty chocolate
2601,2015-05-20,bottled beer
2601,2015-05-20,other vegetables
2601,2015-06-27,other vegetables
2601,2015-06-27,ready soups
2601,2015-06-27,baking powder
2601,2015-10-22,canned beer
2601,2015-10-22,margarine
2601,2015-10-22,pastry
2602,2014-01-03,frankfurter
2602,2014-01-03,whole milk
2602,2014-01-20,cream cheese
2602,2014-01-20,whole milk
2602,2014-02-04,sausage
2602,2014-02-04,prosecco
2602,2014-02-04,pot plants
2602,2014-04-18,tropical fruit
2602,2014-04-18,cream cheese
2602,2015-02-08,sausage
2602,2015-02-08,tropical fruit
2602,2015-02-08,margarine
2602,2015-12-11,bottled water
2602,2015-12-11,soups
2602,2015-12-11,newspapers
2602,2015-12-11,root vegetables
2602,2015-12-11,shopping bags
2603,2014-06-28,spread cheese
2603,2014-06-28,yogurt
2603,2014-06-28,soda
2603,2014-06-28,shopping bags
2604,2014-04-03,whole milk
2604,2014-04-03,butter milk
2604,2014-09-17,grapes
2604,2014-09-17,whipped/sour cream
2604,2014-09-17,dishes
2604,2015-01-26,citrus fruit
2604,2015-01-26,white bread
2604,2015-02-12,root vegetables
2604,2015-02-12,frankfurter
2604,2015-02-12,other vegetables
2604,2015-02-12,mayonnaise
2604,2015-09-20,tropical fruit
2604,2015-09-20,bottled water
2604,2015-09-20,dishes
2605,2014-06-02,pork
2605,2014-06-02,other vegetables
2605,2014-06-02,yogurt
2605,2014-06-02,white bread
2605,2014-08-30,ketchup
2605,2014-08-30,potato products
2606,2014-01-11,whole milk
2606,2014-01-11,candles
2606,2014-08-22,citrus fruit
2606,2014-08-22,whole milk
2606,2015-01-26,chicken
2606,2015-01-26,tropical fruit
2606,2015-01-26,rolls/buns
2606,2015-01-26,liquor
2607,2014-01-25,margarine
2607,2014-01-25,misc. beverages
2607,2014-11-20,whipped/sour cream
2607,2014-11-20,ice cream
2608,2014-05-02,tropical fruit
2608,2014-05-02,cream cheese
2608,2014-10-17,pastry
2608,2014-10-17,whole milk
2608,2014-11-19,yogurt
2608,2014-11-19,pasta
2608,2015-09-19,rolls/buns
2608,2015-09-19,other vegetables
2609,2014-06-04,beverages
2609,2014-06-04,sliced cheese
2609,2014-06-04,semi-finished bread
2609,2015-08-26,frankfurter
2609,2015-08-26,coffee
2610,2014-01-01,hamburger meat
2610,2014-01-01,bottled beer
2610,2014-01-01,domestic eggs
2610,2015-02-26,rolls/buns
2610,2015-02-26,shopping bags
2610,2015-10-21,meat
2610,2015-10-21,pastry
2611,2014-02-16,roll products
2611,2014-02-16,margarine
2611,2014-04-26,chewing gum
2611,2014-04-26,domestic eggs
2611,2014-04-26,packaged fruit/vegetables
2611,2014-12-29,frankfurter
2611,2014-12-29,bottled water
2612,2014-05-30,tropical fruit
2612,2014-05-30,bottled water
2612,2014-06-02,white bread
2612,2014-06-02,specialty bar
2612,2014-06-02,newspapers
2612,2014-06-04,citrus fruit
2612,2014-06-04,pastry
2612,2014-06-11,berries
2612,2014-06-11,pastry
2612,2014-06-11,soda
2612,2014-07-30,white bread
2612,2014-07-30,soda
2612,2015-02-01,pip fruit
2612,2015-02-01,tropical fruit
2612,2015-05-31,dessert
2612,2015-05-31,beverages
2612,2015-05-31,frozen meals
2612,2015-05-31,red/blush wine
2613,2014-05-24,domestic eggs
2613,2014-05-24,yogurt
2613,2015-01-09,soups
2613,2015-01-09,specialty bar
2613,2015-01-09,soda
2613,2015-01-09,whipped/sour cream
2613,2015-02-03,soda
2613,2015-02-03,yogurt
2613,2015-04-11,soda
2613,2015-04-11,yogurt
2613,2015-04-11,white bread
2613,2015-05-24,misc. beverages
2613,2015-05-24,rolls/buns
2613,2015-08-23,other vegetables
2613,2015-08-23,semi-finished bread
2613,2015-08-23,domestic eggs
2613,2015-08-23,newspapers
2614,2015-06-25,whole milk
2614,2015-06-25,rolls/buns
2615,2014-01-19,frozen vegetables
2615,2014-01-19,bottled water
2615,2014-05-29,chocolate
2615,2014-05-29,rolls/buns
2616,2014-04-09,soda
2616,2014-04-09,candy
2616,2014-10-24,root vegetables
2616,2014-10-24,newspapers
2616,2015-03-17,pork
2616,2015-03-17,whole milk
2616,2015-05-16,pork
2616,2015-05-16,pip fruit
2617,2014-02-22,other vegetables
2617,2014-02-22,yogurt
2617,2014-05-27,chewing gum
2617,2014-05-27,frozen vegetables
2617,2014-06-19,liquor
2617,2014-06-19,rolls/buns
2617,2014-06-19,frozen meals
2617,2014-08-12,root vegetables
2617,2014-08-12,yogurt
2617,2014-08-12,whole milk
2617,2014-11-16,ham
2617,2014-11-16,rolls/buns
2617,2015-01-03,soda
2617,2015-01-03,pastry
2617,2015-05-22,whole milk
2617,2015-05-22,dessert
2618,2014-01-05,flower (seeds)
2618,2014-01-05,whipped/sour cream
2618,2014-01-05,specialty chocolate
2618,2014-01-05,bottled water
2618,2014-01-12,long life bakery product
2618,2014-01-12,salty snack
2618,2014-09-06,soda
2618,2014-09-06,misc. beverages
2618,2015-09-14,bottled beer
2618,2015-09-14,tropical fruit
2618,2015-09-14,yogurt
2618,2015-09-14,berries
2618,2015-12-03,misc. beverages
2618,2015-12-03,artif. sweetener
2618,2015-12-03,newspapers
2618,2015-12-03,fruit/vegetable juice
2619,2014-01-12,shopping bags
2619,2014-01-12,condensed milk
2619,2014-09-05,pot plants
2619,2014-09-05,yogurt
2619,2014-09-05,other vegetables
2619,2014-12-24,other vegetables
2619,2014-12-24,whole milk
2620,2014-04-19,hamburger meat
2620,2014-04-19,whipped/sour cream
2620,2014-05-09,dessert
2620,2014-05-09,rolls/buns
2620,2015-06-11,ice cream
2620,2015-06-11,pork
2620,2015-12-14,sausage
2620,2015-12-14,whole milk
2621,2014-06-26,root vegetables
2621,2014-06-26,female sanitary products
2621,2014-09-27,pip fruit
2621,2014-09-27,uht-milk
2622,2015-03-07,onions
2622,2015-03-07,pip fruit
2622,2015-07-17,pip fruit
2622,2015-07-17,other vegetables
2622,2015-07-17,hard cheese
2622,2015-07-17,sausage
2622,2015-07-17,rolls/buns
2622,2015-07-17,grapes
2622,2015-10-01,other vegetables
2622,2015-10-01,canned fish
2623,2014-05-13,fish
2623,2014-05-13,canned beer
2623,2014-05-13,chocolate
2623,2014-11-22,whole milk
2623,2014-11-22,brown bread
2623,2015-10-10,processed cheese
2623,2015-10-10,whole milk
2623,2015-10-10,rolls/buns
2623,2015-10-10,margarine
2624,2015-05-21,tropical fruit
2624,2015-05-21,specialty chocolate
2624,2015-08-18,ice cream
2624,2015-08-18,whipped/sour cream
2625,2014-07-21,whole milk
2625,2014-07-21,bottled water
2625,2014-09-06,brown bread
2625,2014-09-06,yogurt
2625,2014-09-24,pork
2625,2014-09-24,whole milk
2625,2014-12-14,pork
2625,2014-12-14,specialty chocolate
2625,2015-02-18,chicken
2625,2015-02-18,whole milk
2625,2015-02-18,newspapers
2625,2015-03-06,bottled beer
2625,2015-03-06,chicken
2625,2015-03-06,baking powder
2625,2015-03-06,curd
2625,2015-03-22,citrus fruit
2625,2015-03-22,shopping bags
2625,2015-03-22,cream cheese
2625,2015-04-08,margarine
2625,2015-04-08,sausage
2625,2015-04-08,pork
2625,2015-04-08,citrus fruit
2625,2015-04-08,yogurt
2625,2015-04-08,frozen meals
2625,2015-04-08,other vegetables
2625,2015-10-03,chicken
2625,2015-10-03,rolls/buns
2625,2015-11-18,other vegetables
2625,2015-11-18,specialty bar
2625,2015-11-18,long life bakery product
2626,2014-02-14,chocolate
2626,2014-02-14,yogurt
2626,2014-02-14,other vegetables
2626,2014-08-09,whole milk
2626,2014-08-09,soda
2626,2014-08-09,hygiene articles
2626,2014-08-09,canned beer
2627,2014-02-18,beverages
2627,2014-02-18,coffee
2627,2014-05-17,liquor (appetizer)
2627,2014-05-17,cat food
2627,2015-10-31,rolls/buns
2627,2015-10-31,other vegetables
2627,2015-10-31,yogurt
2627,2015-10-31,frozen vegetables
2628,2014-12-02,berries
2628,2014-12-02,candy
2629,2014-04-29,onions
2629,2014-04-29,frozen vegetables
2629,2014-05-26,whole milk
2629,2014-05-26,candy
2629,2014-07-09,tropical fruit
2629,2014-07-09,whole milk
2629,2014-07-09,shopping bags
2629,2015-04-26,curd cheese
2629,2015-04-26,whole milk
2629,2015-04-26,long life bakery product
2629,2015-04-26,hard cheese
2629,2015-12-06,liver loaf
2629,2015-12-06,chicken
2629,2015-12-06,whole milk
2629,2015-12-06,canned beer
2629,2015-12-06,fruit/vegetable juice
2629,2015-12-06,frozen dessert
2629,2015-12-06,light bulbs
2629,2015-12-06,condensed milk
2630,2014-01-11,root vegetables
2630,2014-01-11,processed cheese
2630,2015-01-21,shopping bags
2630,2015-01-21,white wine
2630,2015-01-21,soda
2630,2015-02-15,frankfurter
2630,2015-02-15,fruit/vegetable juice
2631,2014-02-20,frozen vegetables
2631,2014-02-20,root vegetables
2631,2014-09-29,whole milk
2631,2014-09-29,hair spray
2631,2014-09-29,waffles
2631,2015-09-27,sausage
2631,2015-09-27,root vegetables
2632,2014-03-08,rolls/buns
2632,2014-03-08,frozen vegetables
2632,2014-06-22,beef
2632,2014-06-22,sugar
2632,2014-12-10,other vegetables
2632,2014-12-10,whole milk
2632,2015-01-16,frozen meals
2632,2015-01-16,rolls/buns
2632,2015-01-16,butter
2632,2015-01-16,fruit/vegetable juice
2632,2015-03-02,whole milk
2632,2015-03-02,sausage
2632,2015-03-02,root vegetables
2632,2015-03-02,long life bakery product
2632,2015-03-02,frozen vegetables
2632,2015-05-24,domestic eggs
2632,2015-05-24,whipped/sour cream
2632,2015-07-01,pork
2632,2015-07-01,coffee
2632,2015-08-17,citrus fruit
2632,2015-08-17,frozen meals
2632,2015-09-23,meat
2632,2015-09-23,pot plants
2632,2015-09-23,canned vegetables
2633,2014-05-16,bottled water
2633,2014-05-16,other vegetables
2633,2014-07-28,long life bakery product
2633,2014-07-28,waffles
2633,2014-09-07,frozen meals
2633,2014-09-07,frozen potato products
2633,2015-02-14,frankfurter
2633,2015-02-14,brown bread
2633,2015-02-14,whole milk
2633,2015-02-14,root vegetables
2633,2015-07-10,hard cheese
2633,2015-07-10,rolls/buns
2633,2015-07-10,white wine
2633,2015-11-27,other vegetables
2633,2015-11-27,newspapers
2633,2015-11-27,waffles
2634,2015-04-22,berries
2634,2015-04-22,whipped/sour cream
2634,2015-04-22,other vegetables
2634,2015-04-22,newspapers
2635,2015-06-11,frankfurter
2635,2015-06-11,berries
2635,2015-06-11,tropical fruit
2635,2015-06-11,rolls/buns
2635,2015-09-17,whole milk
2635,2015-09-17,specialty bar
2636,2015-05-19,hamburger meat
2636,2015-05-19,margarine
2636,2015-09-11,sausage
2636,2015-09-11,finished products
2636,2015-09-11,whole milk
2636,2015-09-11,yogurt
2636,2015-09-11,pastry
2636,2015-09-11,sliced cheese
2636,2015-09-11,onions
2636,2015-09-11,chewing gum
2637,2014-06-18,whole milk
2637,2014-06-18,fruit/vegetable juice
2637,2014-09-18,whole milk
2637,2014-09-18,rolls/buns
2638,2014-01-06,root vegetables
2638,2014-01-06,misc. beverages
2638,2014-10-10,turkey
2638,2014-10-10,photo/film
2638,2014-10-10,mayonnaise
2639,2014-06-08,bottled beer
2639,2014-06-08,canned fish
2639,2014-06-08,fruit/vegetable juice
2639,2015-10-30,sausage
2639,2015-10-30,other vegetables
2639,2015-11-12,pip fruit
2639,2015-11-12,citrus fruit
2639,2015-11-12,curd
2640,2015-04-22,other vegetables
2641,2014-04-01,brown bread
2641,2014-04-01,male cosmetics
2641,2014-07-20,soda
2641,2014-07-20,butter
2641,2014-07-23,oil
2641,2014-07-23,frozen potato products
2641,2015-01-01,frozen meals
2641,2015-01-01,other vegetables
2641,2015-03-01,whole milk
2641,2015-03-01,beverages
2641,2015-03-01,frozen fruits
2641,2015-03-01,fruit/vegetable juice
2642,2014-01-09,long life bakery product
2642,2014-01-09,yogurt
2642,2014-06-15,pet care
2642,2014-06-15,frozen vegetables
2642,2014-06-15,spices
2642,2015-04-01,frankfurter
2642,2015-04-01,beverages
2643,2014-04-16,citrus fruit
2643,2014-04-16,waffles
2643,2014-12-12,spread cheese
2643,2014-12-12,rolls/buns
2643,2015-04-21,tropical fruit
2643,2015-04-21,whole milk
2643,2015-11-08,hygiene articles
2643,2015-11-08,dessert
2643,2015-12-01,tropical fruit
2643,2015-12-01,coffee
2643,2015-12-01,dessert
2643,2015-12-01,fruit/vegetable juice
2644,2014-03-29,sausage
2644,2014-03-29,chocolate
2644,2014-03-29,newspapers
2644,2014-05-05,misc. beverages
2644,2014-05-05,pet care
2644,2014-05-21,instant food products
2644,2014-05-21,coffee
2645,2014-06-16,red/blush wine
2645,2014-06-16,domestic eggs
2645,2014-08-07,dessert
2645,2014-08-07,yogurt
2645,2014-10-09,oil
2645,2014-10-09,chewing gum
2645,2014-10-23,soda
2645,2014-10-23,bottled water
2645,2014-11-15,canned beer
2645,2014-11-15,napkins
2645,2014-12-23,hygiene articles
2645,2014-12-23,pastry
2645,2015-06-26,syrup
2645,2015-06-26,newspapers
2645,2015-06-26,processed cheese
2645,2015-06-26,rolls/buns
2645,2015-06-27,soda
2645,2015-06-27,rolls/buns
2646,2014-10-23,napkins
2646,2014-10-23,pastry
2646,2015-06-03,soda
2646,2015-06-03,liver loaf
2646,2015-11-11,rolls/buns
2646,2015-11-11,root vegetables
2646,2015-11-11,specialty chocolate
2648,2014-04-25,root vegetables
2648,2014-04-25,packaged fruit/vegetables
2648,2014-05-22,soda
2648,2014-05-22,coffee
2648,2015-01-29,citrus fruit
2648,2015-01-29,root vegetables
2648,2015-07-10,tropical fruit
2648,2015-07-10,root vegetables
2648,2015-11-08,beef
2648,2015-11-08,pork
2648,2015-11-08,margarine
2648,2015-11-08,fruit/vegetable juice
2649,2014-02-18,whole milk
2649,2014-02-18,hard cheese
2649,2014-08-02,bottled water
2649,2014-08-02,shopping bags
2649,2014-09-03,baking powder
2649,2014-09-03,liqueur
2649,2015-11-28,chocolate
2649,2015-11-28,root vegetables
2650,2014-08-09,soda
2650,2014-08-09,roll products
2650,2014-08-09,seasonal products
2650,2015-05-11,citrus fruit
2650,2015-05-11,tropical fruit
2650,2015-05-11,soda
2650,2015-05-11,coffee
2650,2015-05-11,domestic eggs
2650,2015-10-05,soda
2650,2015-10-05,beef
2650,2015-10-05,other vegetables
2650,2015-10-05,semi-finished bread
2650,2015-10-05,shopping bags
2650,2015-10-05,white wine
2650,2015-11-22,frankfurter
2650,2015-11-22,soda
2651,2014-01-08,dishes
2651,2014-01-08,shopping bags
2651,2014-09-11,turkey
2651,2014-09-11,white bread
2652,2014-09-04,ham
2652,2014-09-04,waffles
2652,2014-09-04,seasonal products
2652,2015-08-01,yogurt
2652,2015-08-01,pastry
2652,2015-08-01,kitchen towels
2652,2015-12-26,chicken
2652,2015-12-26,pastry
2652,2015-12-26,whole milk
2652,2015-12-26,pip fruit
2652,2015-12-26,soda
2652,2015-12-26,margarine
2652,2015-12-26,candy
2653,2014-04-21,pastry
2653,2014-04-21,yogurt
2653,2014-06-06,dessert
2653,2014-06-06,dog food
2653,2014-06-06,newspapers
2653,2015-03-02,whipped/sour cream
2653,2015-03-02,other vegetables
2653,2015-04-17,brown bread
2653,2015-04-17,candy
2653,2015-04-17,chocolate
2653,2015-12-07,whole milk
2653,2015-12-07,spread cheese
2654,2014-04-07,misc. beverages
2654,2014-04-07,bottled beer
2654,2014-08-08,other vegetables
2654,2014-08-08,soda
2654,2014-08-08,whole milk
2654,2014-08-08,sweet spreads
2654,2015-03-03,root vegetables
2654,2015-03-03,citrus fruit
2654,2015-03-03,cat food
2654,2015-08-17,frankfurter
2654,2015-08-17,curd
2654,2015-08-17,coffee
2654,2015-09-22,frankfurter
2654,2015-09-22,whole milk
2654,2015-09-22,rolls/buns
2654,2015-11-25,sausage
2654,2015-11-25,berries
2654,2015-11-25,pasta
2655,2015-01-05,sausage
2655,2015-01-05,pastry
2655,2015-01-05,shopping bags
2655,2015-07-01,pork
2655,2015-07-01,rolls/buns
2656,2014-03-31,margarine
2656,2014-03-31,newspapers
2656,2014-06-05,bottled water
2656,2014-06-05,yogurt
2656,2014-10-19,pot plants
2656,2014-10-19,dish cleaner
2656,2015-02-02,hamburger meat
2656,2015-02-02,cleaner
2656,2015-12-16,beef
2656,2015-12-16,bottled beer
2657,2015-04-01,pasta
2657,2015-04-01,hamburger meat
2657,2015-04-01,dessert
2657,2015-04-01,bottled water
2657,2015-05-21,bottled beer
2657,2015-05-21,frozen dessert
2658,2014-09-28,root vegetables
2658,2014-09-28,rolls/buns
2658,2015-10-16,butter milk
2658,2015-10-16,canned beer
2658,2015-10-16,yogurt
2658,2015-10-16,semi-finished bread
2658,2015-10-16,margarine
2659,2014-07-28,tropical fruit
2659,2014-07-28,hamburger meat
2659,2014-07-28,tea
2659,2015-05-08,yogurt
2659,2015-05-08,sausage
2659,2015-05-08,domestic eggs
2659,2015-05-08,other vegetables
2659,2015-05-08,nut snack
2659,2015-05-08,shopping bags
2659,2015-06-01,hamburger meat
2659,2015-06-01,rolls/buns
2659,2015-06-01,brown bread
2659,2015-06-15,tropical fruit
2659,2015-06-15,yogurt
2659,2015-12-08,pip fruit
2659,2015-12-08,brown bread
2660,2014-03-20,bottled water
2660,2014-03-20,whole milk
2660,2014-09-11,tropical fruit
2660,2014-09-11,specialty chocolate
2661,2014-08-28,rolls/buns
2661,2014-08-28,napkins
2661,2014-12-05,other vegetables
2661,2014-12-05,soda
2661,2014-12-14,whole milk
2661,2014-12-14,waffles
2661,2015-05-01,bottled water
2661,2015-05-01,tropical fruit
2662,2014-02-03,root vegetables
2662,2014-02-03,soda
2662,2014-08-03,sausage
2662,2014-08-03,pickled vegetables
2662,2014-12-05,tropical fruit
2662,2014-12-05,artif. sweetener
2663,2014-01-20,canned beer
2663,2014-01-20,tropical fruit
2663,2014-01-20,kitchen towels
2663,2014-03-30,other vegetables
2663,2014-03-30,shopping bags
2663,2014-03-30,packaged fruit/vegetables
2663,2014-05-13,bottled water
2663,2014-08-02,other vegetables
2663,2014-08-02,waffles
2663,2014-11-15,tropical fruit
2663,2014-11-15,shopping bags
2663,2015-05-18,cat food
2663,2015-05-18,ham
2663,2015-05-18,whipped/sour cream
2663,2015-05-18,canned beer
2663,2015-05-28,whole milk
2663,2015-05-28,berries
2663,2015-05-28,yogurt
2663,2015-09-10,chicken
2663,2015-09-10,pastry
2663,2015-10-21,sausage
2663,2015-10-21,chocolate
2663,2015-10-21,semi-finished bread
2663,2015-10-21,whole milk
2663,2015-10-21,rum
2663,2015-10-21,bottled beer
2664,2014-01-08,citrus fruit
2664,2014-01-08,pickled vegetables
2664,2014-10-08,chicken
2664,2014-10-08,domestic eggs
2664,2015-09-20,chicken
2664,2015-09-20,sausage
2664,2015-09-20,domestic eggs
2664,2015-09-20,pasta
2665,2014-10-11,chocolate marshmallow
2665,2014-10-11,specialty chocolate
2665,2015-04-13,frozen potato products
2665,2015-04-13,detergent
2666,2014-04-11,frozen vegetables
2666,2014-04-11,pastry
2666,2014-05-16,soda
2666,2014-05-16,margarine
2666,2014-05-23,bottled beer
2666,2014-05-23,frozen vegetables
2666,2014-05-26,whole milk
2666,2014-05-26,chocolate
2666,2014-09-01,root vegetables
2666,2014-09-01,uht-milk
2666,2015-04-06,sausage
2666,2015-04-06,whole milk
2666,2015-04-06,dessert
2666,2015-04-06,uht-milk
2666,2015-12-14,meat
2666,2015-12-14,fruit/vegetable juice
2667,2014-10-22,root vegetables
2667,2014-10-22,domestic eggs
2667,2015-06-16,frankfurter
2667,2015-06-16,fruit/vegetable juice
2667,2015-06-16,shopping bags
2668,2014-12-01,whole milk
2668,2014-12-01,other vegetables
2669,2014-03-20,white bread
2669,2014-03-20,whipped/sour cream
2669,2014-03-24,brown bread
2669,2014-03-24,rolls/buns
2669,2014-03-24,cat food
2669,2014-03-24,pastry
2669,2015-03-29,frankfurter
2669,2015-03-29,bottled beer
2669,2015-03-29,pastry
2669,2015-09-24,pip fruit
2669,2015-09-24,onions
2670,2014-08-15,brown bread
2670,2014-08-15,whole milk
2670,2015-04-29,yogurt
2670,2015-04-29,berries
2670,2015-04-29,onions
2670,2015-04-29,pip fruit
2671,2014-04-25,pip fruit
2671,2014-04-25,whole milk
2671,2014-06-04,whole milk
2671,2014-06-04,salty snack
2671,2014-12-02,pip fruit
2671,2014-12-02,white wine
2671,2015-07-27,chewing gum
2671,2015-07-27,sugar
2672,2014-05-22,soda
2672,2014-05-22,flour
2672,2015-01-17,frozen meals
2672,2015-01-17,sausage
2672,2015-01-17,pastry
2672,2015-01-17,yogurt
2672,2015-03-09,ham
2672,2015-03-09,liquor (appetizer)
2672,2015-07-12,beverages
2672,2015-07-12,waffles
2672,2015-11-26,frankfurter
2672,2015-11-26,pastry
2673,2014-04-22,coffee
2673,2014-04-22,yogurt
2673,2014-04-23,root vegetables
2673,2014-04-23,soda
2673,2014-12-16,yogurt
2673,2015-12-10,yogurt
2673,2015-12-10,canned beer
2674,2014-05-01,root vegetables
2674,2014-05-01,butter
2674,2014-05-19,chicken
2674,2014-05-19,grapes
2674,2014-09-03,soda
2674,2014-09-03,chewing gum
2675,2014-09-01,uht-milk
2675,2014-09-01,cling film/bags
2675,2015-09-10,margarine
2675,2015-09-10,rolls/buns
2675,2015-09-15,canned beer
2675,2015-09-15,rolls/buns
2676,2014-01-10,other vegetables
2676,2014-01-10,candy
2676,2014-10-06,citrus fruit
2676,2014-10-06,soda
2676,2015-04-07,liver loaf
2676,2015-04-07,newspapers
2676,2015-04-07,white wine
2676,2015-08-15,rolls/buns
2676,2015-08-15,chicken
2676,2015-08-15,whipped/sour cream
2676,2015-08-15,canned beer
2676,2015-08-15,baking powder
2676,2015-11-07,margarine
2676,2015-11-07,bottled water
2677,2015-12-07,sausage
2677,2015-12-07,uht-milk
2677,2015-12-23,sausage
2677,2015-12-23,whole milk
2677,2015-12-23,root vegetables
2677,2015-12-23,soft cheese
2678,2015-03-20,tropical fruit
2678,2015-03-20,finished products
2678,2015-03-20,whole milk
2678,2015-03-20,fruit/vegetable juice
2678,2015-03-20,rolls/buns
2678,2015-04-04,chocolate
2678,2015-04-04,whipped/sour cream
2678,2015-09-21,berries
2678,2015-09-21,rolls/buns
2678,2015-11-28,cream cheese
2678,2015-11-28,dessert
2679,2014-08-31,rolls/buns
2679,2014-08-31,soda
2679,2014-11-14,yogurt
2679,2014-11-14,liqueur
2679,2014-12-16,curd cheese
2679,2014-12-16,chocolate marshmallow
2680,2014-03-16,other vegetables
2680,2014-03-16,frozen meals
2680,2014-11-23,rolls/buns
2680,2014-11-23,instant coffee
2680,2015-01-03,sausage
2680,2015-01-03,yogurt
2680,2015-08-11,citrus fruit
2680,2015-08-11,sweet spreads
2681,2014-09-04,pork
2681,2014-09-04,cream cheese
2681,2015-02-24,soda
2681,2015-02-24,pastry
2681,2015-05-02,beef
2681,2015-05-02,fruit/vegetable juice
2682,2014-02-20,other vegetables
2682,2015-01-20,canned beer
2682,2015-01-20,whole milk
2682,2015-06-16,whole milk
2682,2015-06-16,soda
2682,2015-06-28,sausage
2682,2015-06-28,bottled beer
2682,2015-12-01,root vegetables
2682,2015-12-01,herbs
2682,2015-12-01,cream cheese
2683,2014-04-04,beverages
2683,2014-04-04,candles
2683,2015-01-18,berries
2683,2015-01-18,red/blush wine
2683,2015-08-11,rolls/buns
2683,2015-08-11,soda
2683,2015-08-11,flower (seeds)
2684,2015-01-11,citrus fruit
2684,2015-01-11,rolls/buns
2684,2015-01-11,salt
2685,2014-02-11,citrus fruit
2685,2014-02-11,whole milk
2685,2014-04-12,butter
2685,2014-04-12,fruit/vegetable juice
2685,2014-04-12,soda
2685,2014-12-06,rolls/buns
2685,2014-12-06,seasonal products
2685,2015-07-19,frankfurter
2685,2015-07-19,other vegetables
2685,2015-10-07,bottled water
2685,2015-10-07,yogurt
2685,2015-10-07,butter
2686,2014-12-09,soda
2686,2014-12-09,whole milk
2686,2014-12-20,ready soups
2686,2014-12-20,pastry
2687,2014-08-09,rolls/buns
2687,2014-08-09,detergent
2687,2014-08-09,shopping bags
2687,2014-12-16,curd
2687,2014-12-16,spices
2687,2014-12-16,frozen fish
2687,2015-07-31,sausage
2687,2015-07-31,rolls/buns
2687,2015-07-31,sweet spreads
2687,2015-07-31,instant coffee
2687,2015-07-31,fruit/vegetable juice
2687,2015-07-31,long life bakery product
2687,2015-07-31,shopping bags
2687,2015-09-14,mustard
2687,2015-09-14,root vegetables
2688,2014-01-23,sliced cheese
2688,2014-01-23,brown bread
2688,2014-01-23,roll products
2688,2014-10-18,canned beer
2688,2014-10-18,whipped/sour cream
2688,2014-12-21,whole milk
2688,2014-12-21,pastry
2688,2015-04-11,sausage
2688,2015-04-11,canned vegetables
2688,2015-11-22,dish cleaner
2688,2015-11-22,whole milk
2688,2015-11-22,canned fish
2689,2014-04-19,long life bakery product
2689,2014-04-19,brown bread
2689,2014-08-27,canned fish
2689,2014-08-27,curd
2689,2015-01-11,bottled beer
2689,2015-01-11,whole milk
2689,2015-04-30,curd
2689,2015-04-30,nuts/prunes
2689,2015-04-30,root vegetables
2689,2015-04-30,sausage
2689,2015-04-30,whole milk
2689,2015-04-30,rolls/buns
2689,2015-04-30,bottled water
2689,2015-04-30,hard cheese
2690,2014-01-02,rolls/buns
2690,2014-01-02,grapes
2690,2015-03-06,chicken
2690,2015-03-06,whole milk
2690,2015-04-01,other vegetables
2690,2015-04-01,whole milk
2690,2015-05-01,root vegetables
2690,2015-05-01,other vegetables
2690,2015-05-01,white wine
2690,2015-10-17,canned beer
2690,2015-10-17,liquor
2690,2015-10-20,cream
2690,2015-10-20,frankfurter
2690,2015-10-20,soda
2690,2015-10-20,uht-milk
2690,2015-11-04,cream cheese
2690,2015-11-04,sugar
2691,2015-02-05,citrus fruit
2691,2015-02-05,pip fruit
2691,2015-03-09,liver loaf
2691,2015-03-09,rolls/buns
2691,2015-09-07,frankfurter
2691,2015-09-07,domestic eggs
2691,2015-10-09,beef
2691,2015-10-09,tropical fruit
2691,2015-11-04,bags
2691,2015-11-04,other vegetables
2692,2014-06-23,hygiene articles
2692,2014-06-23,root vegetables
2692,2014-06-23,soda
2692,2014-06-23,pastry
2692,2014-10-04,butter
2692,2014-10-04,sugar
2692,2015-10-09,beef
2692,2015-10-09,white wine
2692,2015-10-09,uht-milk
2692,2015-10-09,butter milk
2693,2014-02-14,coffee
2693,2014-02-14,bottled water
2693,2014-02-14,liqueur
2693,2014-05-21,white bread
2693,2014-05-21,mayonnaise
2693,2015-08-17,frankfurter
2693,2015-08-17,yogurt
2693,2015-11-02,brown bread
2693,2015-11-02,beef
2693,2015-11-02,bottled beer
2693,2015-11-02,specialty fat
2694,2014-02-21,pip fruit
2694,2014-02-21,hard cheese
2694,2014-05-09,pip fruit
2694,2014-05-09,pastry
2694,2014-10-09,rolls/buns
2694,2015-06-19,sausage
2694,2015-06-19,bottled beer
2694,2015-06-19,root vegetables
2694,2015-11-21,tropical fruit
2694,2015-11-21,pip fruit
2694,2015-11-24,whole milk
2694,2015-11-24,ham
2694,2015-11-24,pip fruit
2694,2015-11-24,hard cheese
2694,2015-11-24,frozen fish
2694,2015-11-24,shopping bags
2694,2015-11-24,pot plants
2695,2014-08-04,frozen meals
2695,2014-08-04,uht-milk
2695,2015-01-07,whole milk
2695,2015-01-07,bottled beer
2695,2015-07-04,tropical fruit
2695,2015-07-04,pork
2695,2015-07-04,uht-milk
2695,2015-07-04,hamburger meat
2696,2014-10-17,butter
2696,2014-10-17,rolls/buns
2696,2014-11-23,dishes
2696,2014-11-23,bottled water
2696,2014-12-23,whole milk
2696,2014-12-23,seasonal products
2696,2015-05-09,sausage
2696,2015-05-09,curd
2696,2015-05-09,margarine
2696,2015-09-02,other vegetables
